Restaurant,City,State,Item,Price,Image
Coco Lezzone,Washington,DC,MANZO E DIGIONE,$19.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/1/item-900000001893089841_1703464425.jpg?size=medium
Coco Lezzone,Washington,DC,POLLO CON CARCIOFO,$19.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/5/item-900000001420831035_1703476470.png?size=medium
Coco Lezzone,Washington,DC,SALMON & LEBNEH,$19.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/0/item-900000001894623190_1703476581.png?size=medium
Coco Lezzone,Washington,DC,BIFTEK,$19.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/2/item-900000001894623192_1703476665.jpg?size=medium
Coco Lezzone,Washington,DC,DEMETER,$19.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/4/item-900000001894623194_1703476731.jpg?size=medium
Coco Lezzone,Washington,DC,MELANZANA CON BASILICO,$19.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/6/item-900000001894623196_1703476792.png?size=medium
Coco Lezzone,Washington,DC,FORMAGGIO DI CAPRA,$19.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/8/item-900000001894623198_1706562793.jpg?size=medium
Coco Lezzone,Washington,DC,MUFFALATA,$19.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/0/item-900000001894624150_1706562767.jpg?size=medium
Coco Lezzone,Washington,DC,TONNO SICILIANO,$19.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/2/item-900000001894624152_1706562726.jpg?size=medium
Coco Lezzone,Washington,DC,ARNÁKI,$19.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/0/item-900000001420863060_1703481001.jpg?size=medium
Coco Lezzone,Washington,DC,SOLOMÓS,$19.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/7/item-900000001894844787_1703481073.jpg?size=medium
Coco Lezzone,Washington,DC,REVÝTHIA,$19.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/9/item-900000001894844789_1703481132.jpg?size=medium
Coco Lezzone,Washington,DC,AVOKÁNTO,$19.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/1/item-900000001894844791_1703481190.jpg?size=medium
Coco Lezzone,Washington,DC,GARIDA,$19.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/3/item-900000001894844793_1703481257.jpg?size=medium
Coco Lezzone,Washington,DC,DOLMADAKIA,$19.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/5/item-900000001894844795_1703481337.jpg?size=medium
Coco Lezzone,Washington,DC,GYRO,$19.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/7/item-900000001894844797_1703481396.jpg?size=medium
Coco Lezzone,Washington,DC,SOUVLAKI,$19.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/9/item-900000001894844799_1703481499.jpg?size=medium
Coco Lezzone,Washington,DC,FALAFEL WRAP,$19.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/1/item-900000001894845001_1703481558.jpg?size=medium
Coco Lezzone,Washington,DC,“BALBOA” (ITALIAN PHILLY),$19.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/1/item-900000001420883801_1703482991.jpg?size=medium
Coco Lezzone,Washington,DC,“SPIRO” (GREEK PHILLY),$19.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/8/item-900000001894912298_1706653722.jpg?size=medium
Coco Lezzone,Washington,DC,“LUCKY LUCIANO” (SICILIAN PHILLY),$19.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/0/item-900000001894912650_1706537632.jpg?size=medium
Coco Lezzone,Washington,DC,FIOCCHETTI AL GORGONZOLA,$24.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/2/item-900000001420893632_1706536399.jpg?size=medium
Coco Lezzone,Washington,DC,FIOCHI FORMAGGIO E PERE,$24.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/6/item-900000001898935416_1706536427.jpg?size=medium
Coco Lezzone,Washington,DC,GNOCCHI ALLA VODKA,$24.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/2/item-900000001420903282_1706536490.jpg?size=medium
Coco Lezzone,Washington,DC,PANZEROTTI CON FUNGHI PORCINI,$24.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/5/item-900000001899166295_1706536518.jpg?size=medium
Coco Lezzone,Washington,DC,CHICKEN ROSEMARY RAVIOLI,$26.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/6/item-900000001593117116_1706536667.jpg?size=medium
Coco Lezzone,Washington,DC,PENNETTE CON POLLO E PESTO,$26.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/4/item-900000001899372154_1706536637.jpg?size=medium
Coco Lezzone,Washington,DC,POLLO E CURRY,$26.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/9/item-900000001919029749_1706536577.jpg?size=medium
Coco Lezzone,Washington,DC,POLLO MARSALA,$26.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/5/item-900000001919050955_1706536606.jpg?size=medium
Coco Lezzone,Washington,DC,POLLO E BURRO,$26.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/4/item-900000001919151754_1706536548.jpg?size=medium
Coco Lezzone,Washington,DC,TORTELLONI CON MANZO BRASATO,$27.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/9/item-900000002417100889_1706243808.jpg?size=medium
Coco Lezzone,Washington,DC,TAGLIATELLE AGNELLO E VERDURE,$27.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/1/item-900000002417100891_1706719815.png?size=medium
Coco Lezzone,Washington,DC,LINGUINE CON SALSICCIA E SALSA ALL’ARRABBIATA,$27.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/3/item-900000002417100893_1706243828.jpg?size=medium
Coco Lezzone,Washington,DC,TAGLIATELLE ALLA BOLOGNESE,$27.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/5/item-900000002417100895_1706719738.png?size=medium
Coco Lezzone,Washington,DC,ARAGOSTA E VODKA,$29.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/1/item-900000002417224811_1706244779.jpg?size=medium
Coco Lezzone,Washington,DC,ARAGOSTA E CREMA DI SALMONE,$29.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/3/item-900000002417224813_1706244797.jpg?size=medium
Coco Lezzone,Washington,DC,LINGUINE E FRUTTI DI MARE,$29.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/5/item-900000002417224815_1706244816.jpg?size=medium
Coco Lezzone,Washington,DC,BUTTERNUT SQUASH & CHICKPEA,$18.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/6/item-900000001344497856_1706243243.png?size=medium
Coco Lezzone,Washington,DC,INSALATA E PERE DI SPINACI,$18.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/2/item-900000002417354262_1706243271.png?size=medium
Coco Lezzone,Washington,DC,BELLY DANCER,$18.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/4/item-900000002417354264_1706243294.png?size=medium
Coco Lezzone,Washington,DC,INSALATA CAPRESE,$18.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/6/item-900000002417354266_1706243340.png?size=medium
Coco Lezzone,Washington,DC,PLATO'S REPUBLIC,$18.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/8/item-900000002417354268_1706243381.png?size=medium
Coco Lezzone,Washington,DC,BLEU,$18.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/0/item-900000002417354270_1706243404.png?size=medium
Coco Lezzone,Washington,DC,INSALATA DI NOCI,$18.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/2/item-900000002417354272_1706243450.jpg?size=medium
Coco Lezzone,Washington,DC,INSALATA STRAWBERRY & PECANS,$21.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/7/item-900000002417493507_1706243201.jpg?size=medium
Coco Lezzone,Washington,DC,INSALATA FRUTTA FRESCA,$21.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/9/item-900000002417493509_1706243159.jpg?size=medium
Coco Lezzone,Washington,DC,INSALATA DI POLLO E PESTO,$21.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/1/item-900000002417493511_1706243133.jpg?size=medium
Coco Lezzone,Washington,DC,CAESAR'S TREASURE,$21.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/3/item-900000002417493513_1706243102.jpg?size=medium
Coco Lezzone,Washington,DC,INSALATA DI AGNELLO,$23.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/4/item-900000001420963274_1706244440.jpg?size=medium
Coco Lezzone,Washington,DC,TERIYAKI STEAK,$23.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/9/item-900000002417701649_1706244597.png?size=medium
Coco Lezzone,Washington,DC,SPARTA,$23.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/1/item-900000002417702451_1706244665.png?size=medium
Coco Lezzone,Washington,DC,INSALATA DI SALMONI E ARANCE,$25.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/7/item-900000001420912277_1706245148.jpg?size=medium
Coco Lezzone,Washington,DC,INSALATA DI TONNO CON CECI,$24.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/6/item-900000002417780686_1706245208.jpg?size=medium
Coco Lezzone,Washington,DC,INSALATA DI GAMBERETTI,$25.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/8/item-900000002417780688_1706245253.jpg?size=medium
Coco Lezzone,Washington,DC,INSALATA DI MARE,$25.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/2/item-900000002417780692_1706245343.jpg?size=medium
Coco Lezzone,Washington,DC,PESCA (PEACH),$7.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/4/item-900000001477265514_1701404732.png?size=medium
Coco Lezzone,Washington,DC,SUSINA (PLUM),$7.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/5/item-900000001477315295_1701405073.png?size=medium
Coco Lezzone,Washington,DC,PERA (PEAR),$7.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/4/item-900000001477365004_1701405418.png?size=medium
Coco Lezzone,Washington,DC,MELA FUJI (FUJI APPLES),$7.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/7/item-900000001477450507_1701406216.png?size=medium
Coco Lezzone,Washington,DC,ALBICOCCA (APRICOT),$7.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/9/item-900000001477482269_1701406526.png?size=medium
Coco Lezzone,Washington,DC,MELA VERDE (GREEN APPLE),$7.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/6/item-900000001477502666_1701406725.png?size=medium
Coco Lezzone,Washington,DC,MONTEPULCIANO GRAPES,$7.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/5/item-900000001477515185_1701406902.png?size=medium
Coco Lezzone,Washington,DC,SOUR CHERRY,$5.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/3/item-900000001477580973_1702785485.jpg?size=medium
Coco Lezzone,Washington,DC,LEMONADE,$5.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/9/item-900000001495635639_1702785743.jpg?size=medium
Coco Lezzone,Washington,DC,BLOOD ORANGE,$5.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/3/item-900000001496613733_1702785896.jpg?size=medium
Coco Lezzone,Washington,DC,ORANGEADE,$5.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/9/item-900000001497359309_1702786112.jpg?size=medium
Coco Lezzone,Washington,DC,ORGANIC LEMON TEA,$6.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/2/item-900000001498394472_1702788899.jpg?size=medium
Coco Lezzone,Washington,DC,ORGANIC PEACH TEA,$6.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/4/item-900000001498394474_1702789237.jpg?size=medium
Coco Lezzone,Washington,DC,ORGANIC GREEN TEA,$6.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/6/item-900000001498394476_1702789557.jpg?size=medium
Coco Lezzone,Washington,DC,ORGANIC ARANCIATA (ORANGE),$6.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/3/item-900000001804018423_1703043063.jpg?size=medium
Coco Lezzone,Washington,DC,ORGANIC LIMONATA (LEMON),$6.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/5/item-900000001804018425_1703043175.jpg?size=medium
Coco Lezzone,Washington,DC,ORGANIC ARANCIATA ROSSA (BLOOD ORANGE),$6.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/7/item-900000001804018427_1703043257.jpg?size=medium
Coco Lezzone,Washington,DC,ORGANIC MELAGRANA (POMEGRANATE),$6.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/9/item-900000001804018429_1703043360.jpg?size=medium
Coco Lezzone,Washington,DC,ORGANIC MANDARINO (CLEMENTINE),$6.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/1/item-900000001804018431_1703043966.jpg?size=medium
Coco Lezzone,Washington,DC,ORGANIC POMPELMO ROSSO (RUBY GRAPEFRUIT),$6.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/3/item-900000001804018433_1703043686.jpg?size=medium
Coco Lezzone,Washington,DC,ORGANIC GINGER ALE,$6.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/5/item-900000001804018435_1703043789.jpg?size=medium
Coco Lezzone,Washington,DC,ICED TEA LEMON,$5.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/0/item-900000001498642890_1702797200.jpg?size=medium
Coco Lezzone,Washington,DC,ICED TEA PEACH,$5.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/9/item-900000001498648459_1702790597.jpg?size=medium
Coco Lezzone,Washington,DC,ICED TEA GREEN,$5.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/9/item-900000001760517089_1702790844.jpg?size=medium
Coco Lezzone,Washington,DC,SAN BENEDETTO NATURAL WATER, 500 ML (16.9 OZ),$5.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/4/item-900000001498660234_1702832157.jpg?size=medium
Coco Lezzone,Washington,DC,SAN BENEDETTO NATURAL WATER 1000 ML (38. 8 OZ),$6.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/6/item-900000001498660236_1702791785.jpg?size=medium
Coco Lezzone,Washington,DC,SAN BENEDETTO SPARKLING WATER 500 ML (16.9 OZ),$5.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/2/item-900000001498717212_1702792622.jpg?size=medium
Coco Lezzone,Washington,DC,SAN BENEDETTO SPARKLING WATER 1000 ML (38. 8 OZ),$6.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/4/item-900000001498717214_1703382104.jpg?size=medium
Coco Lezzone,Washington,DC,SAINT GERON SPARKLING WATER,375 ML (12.7 OZ),$5.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/3/item-900000001498748903_1702831800.jpg?size=medium
Coco Lezzone,Washington,DC,SAINT GERON SPARKLING WATER, 750 ML (25.3 OZ),$6.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/9/item-900000001761000499_1702832833.jpg?size=medium
Coco Lezzone,Washington,DC,ILLY CLASSICO, COLD BREW,$6.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/2/item-900000001881627962_1703384111.jpg?size=medium
Coco Lezzone,Washington,DC,ILLY LATTE CAPPUCCINO, COLD BREW,$6.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/4/item-900000001881627964_1703384377.jpg?size=medium
Coco Lezzone,Washington,DC,ILLY LATTE MACCHIATO, COLD BREW,$6.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/6/item-900000001881627966_1703384621.jpg?size=medium
Coco Lezzone,Washington,DC,COKE,$5.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/5/item-900000001499136545_1701552213.jpg?size=medium
Coco Lezzone,Washington,DC,DIET COKE,$5.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/7/item-900000001499136547_1701552232.jpg?size=medium
Coco Lezzone,Washington,DC,SPRITE,$5.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/9/item-900000001499136549_1701552248.jpg?size=medium
Coco Lezzone,Washington,DC,BOMBA,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/3/item-900000001752963893_1702773299.jpg?size=medium
Coco Lezzone,Washington,DC,BOMBA ESOTICA,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/7/item-900000001753722787_1702773456.jpg?size=medium
Coco Lezzone,Washington,DC,SPUMONI BOMBA,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/5/item-900000001753826025_1702773580.jpg?size=medium
Coco Lezzone,Washington,DC,SEMIFREDDO TORRONCINO,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/8/item-900000001753871078_1702773849.jpg?size=medium
Coco Lezzone,Washington,DC,TIRAMISU BIG LADYFINGERS,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/2/item-900000001754118392_1702774194.jpg?size=medium
Coco Lezzone,Washington,DC,TIRAMISU TOASTED ALMOND,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-173568000000000000/menu/items/3/item-900000001754247783_1702774443.jpg?size=medium
